Name,Platform,Year,Score,User_Score,Developer,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Disney's Magical Mirror Starring Mickey Mouse,GameCube,2002,50,7.8,Capcom,Adventure,Nintendo,0.15,0.04,0,0.01,0.19
Alfred Hitchcock presents The Final Cut,PC,2002,50,6.8,ArxelTribe,Action,NA,NA,NA,NA,NA,NA
Spyro: Shadow Legacy,DS,2005,50,5.3,AmazeEntertainment,Action,Vivendi Games,0.14,0.01,0,0.01,0.16
Divide,PlayStation4,2017,50,tbd,ExplodingTubaStudios,Action,NA,NA,NA,NA,NA,NA
A Witch's Tale,DS,2009,50,7,"NipponIchiSoftware,HitMaker",Role-Playing,Nippon Ichi Software,0.08,0,0.03,0.01,0.11
AereA,XboxOne,2017,50,4,"TriangleStudios,Soedesco",Role-Playing,NA,NA,NA,NA,NA,NA
Double Dragon IV,PC,2017,50,5.7,ArcSystemWorks,Action,NA,NA,NA,NA,NA,NA
Tao's Adventure: Curse of the Demon Seal,DS,2006,50,7.4,Konami,Role-Playing,NA,NA,NA,NA,NA,NA
Afterfall: InSanity,PC,2011,50,5.9,NicolasIntoxicate,Role-Playing,NA,NA,NA,NA,NA,NA
Hurry Up Hedgehog!,DS,2009,50,tbd,Ivolgamus,Miscellaneous,O-Games,0.02,0,0,0,0.02
Funky Barn,WiiU,2012,50,5.6,Tantalus,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11
Wolfenstein: Cyberpilot,PlayStation4,2019,50,3.8,MachineGames,Action,NA,NA,NA,NA,NA,NA
Lust for Darkness,PC,2018,50,5.2,MovieGames,Adventure,NA,NA,NA,NA,NA,NA
Dead Space 3: Awakened,Xbox360,2013,50,5.1,VisceralGames,Action,NA,NA,NA,NA,NA,NA
Gods & Heroes: Rome Rising,PC,2011,50,6.2,HeatwaveInteractive,Role-Playing,NA,NA,NA,NA,NA,NA
Galerians: Ash,PlayStation2,2003,50,8.1,PolygonMagic,Action,Sammy Corporation,0.03,0.03,0,0.01,0.07
Dino Stalker,PlayStation2,2002,50,5.8,Capcom,Action,Capcom,0.07,0.06,0.08,0.02,0.22
Left Brain Right Brain,DS,2007,50,tbd,JapanArtMedia(JAM),Miscellaneous,NA,NA,NA,NA,NA,NA
Novadrome,Xbox360,2006,50,7.5,StainlessGames,Simulation,NA,NA,NA,NA,NA,NA
Start the Party! Save the World,PlayStation3,2012,50,2.8,SupermassiveGames,Miscellaneous,Sony Computer Entertainment,0,0.08,0,0.02,0.1
Fear Effect Sedna,PlayStation4,2018,50,6,Sushee,Role-Playing,NA,NA,NA,NA,NA,NA
Pirates: Duels on the High Seas,DS,2009,50,tbd,OxygenInteractive,Action,Oxygen Interactive,0.03,0,0,0,0.03
Empire Earth III,PC,2007,50,3.1,MadDocSoftware,Strategy,Vivendi Games,0,0.03,0,0.01,0.04
RYL: Path of the Emperor,PC,2005,50,8.5,"Youxiland,Gamasoft",Role-Playing,NA,NA,NA,NA,NA,NA
Shade: Wrath of Angels,PC,2004,50,7.6,BlackElement,Action,NA,NA,NA,NA,NA,NA
Yaiba: Ninja Gaiden Z,Xbox360,2014,50,5.2,"SparkUnlimited,comcept",Horror,Tecmo Koei,0.05,0.03,0,0.02,0.09
Dead Rising 3: Chaos Rising,XboxOne,2014,50,3.4,CapcomVancouver,Action,NA,NA,NA,NA,NA,NA
Manic Monkey Mayhem,Wii,2010,50,7,TheCodeMonkeys,Action,NA,NA,NA,NA,NA,NA
Sonic Adventure,PlayStation3,2010,50,7.3,SonicTeam,Action,Sega,1.26,0.61,0.46,0.08,2.42
Carnivores HD: Dinosaur Hunter,PlayStation3,2013,50,5.5,"VogsterEntertainment,LLC",Action,NA,NA,NA,NA,NA,NA
Samurai Sword Destiny,3DS,2012,50,tbd,UFOInteractive,Action,NA,NA,NA,NA,NA,NA
Trapped Dead,PC,2011,50,4.6,"HeadupGames,CreneticStudios",Strategy,Iceberg Interactive,0,0.02,0,0,0.02
Twin Strike: Operation Thunder,Wii,2008,50,7.7,NapsTeam,Action,Zoo Games,0.04,0,0,0,0.04
Dragon Rage,PlayStation2,2001,50,6.3,3DO,Action,3DO,0.03,0.02,0,0.01,0.06
Army Men: World War,PlayStation,2000,50,6.8,3DO,Action,NA,NA,NA,NA,NA,NA
Deca Sports,Wii,2008,50,5.4,CAProduction,Sports,Konami Digital Entertainment,1.11,0.85,0.29,0.25,2.5
Samurai Warriors 2: Xtreme Legends,PlayStation2,2008,50,8,Koei,Action,Tecmo Koei,0.04,0.03,0,0.01,0.09
Tryst,PC,2012,50,6.4,BlueGiantInteractive,Strategy,NA,NA,NA,NA,NA,NA
Valhalla Knights 2,PSP,2008,50,5.8,K2,Role-Playing,Rising Star Games,0.09,0,0.12,0.01,0.23
Record of Agarest War Zero,PlayStation3,2011,50,6.3,CompileHeart,Strategy,Ghostlight,0.09,0,0.03,0.01,0.12
Vampire Moon: The Mystery of the Hidden Sun,DS,2010,50,tbd,CityInteractive,Miscellaneous,City Interactive,0.12,0.01,0,0.01,0.13
Monopoly Party!,Xbox,2002,50,7,Runecraft,Miscellaneous,NA,NA,NA,NA,NA,NA
America,PC,2001,50,7.5,DataBecker,Strategy,NA,NA,NA,NA,NA,NA
Modern Combat: Blackout,Switch,2019,50,4,Gameloft,Action,NA,NA,NA,NA,NA,NA
Art of Murder: FBI Confidential,PC,2008,50,5.2,CityInteractive,Adventure,NA,NA,NA,NA,NA,NA
Legendary,PlayStation3,2008,50,7.2,SparkUnlimited,Action,Atari,0.08,0.15,0,0.03,0.26
Don Bluth Presents: Dragon's Lair HD,PC,2006,50,5.3,"DigitalLeisureInc.,DigitalLeisure",Action,NA,NA,NA,NA,NA,NA
Animal Gods,PC,2015,50,tbd,StillGames,Role-Playing,NA,NA,NA,NA,NA,NA
Soldier of Fortune: Payback,PlayStation3,2007,50,5.2,CauldronLtd.,Action,Activision,0.18,0,0,0.02,0.2
Whiteout,PlayStation2,2002,50,tbd,VicariousVisions,Driving,Konami Digital Entertainment,0.02,0.01,0,0,0.03
Bakugan: Champions of Vestroia,Switch,2020,50,3.9,WayForward,Role-Playing,NA,NA,NA,NA,NA,NA
Baroque,Wii,2008,50,8.3,Sting,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13
50 Cent: Bulletproof,Xbox,2005,50,5.6,GenuineGames,Action,Vivendi Games,0.85,0.76,0,0.16,1.77
Planet Crashers (3DSWare),3DS,2012,50,4.5,RenegadeKid,Role-Playing,NA,NA,NA,NA,NA,NA
Kung-Fu Live,PlayStation3,2010,50,6.5,VirtualAirGuitarCompany,Action,NA,NA,NA,NA,NA,NA
Daredevil,GameBoyAdvance,2003,50,7.6,GriptoniteGames,Action,NA,NA,NA,NA,NA,NA
xXx,GameBoyAdvance,2002,50,5,DigitalEclipse,Action,NA,NA,NA,NA,NA,NA
Milanoir,Switch,2018,50,5,ItaloGames,Role-Playing,NA,NA,NA,NA,NA,NA
DreamWorks Kung Fu Panda 2,Xbox360,2011,50,4.6,THQ,Action,NA,NA,NA,NA,NA,NA
Adrenalin Misfits,Xbox360,2010,50,tbd,Konami,Action,Konami Digital Entertainment,0.12,0.02,0,0.01,0.14
Celebrity Sports Showdown,Wii,2008,50,5,EACanada,Sports,Electronic Arts,0.18,0.22,0,0.05,0.45
Disney's Atlantis: The Lost Empire - Trial By Fire,PC,2001,50,3.5,ZombieStudios,Action,NA,NA,NA,NA,NA,NA
X-Men: Destiny,PlayStation3,2011,50,5,SiliconKnights,Action,Activision,0.14,0.07,0,0.03,0.24
Th3 Plan,PlayStation2,2007,50,6.2,EKOSoftware,Action,NA,NA,NA,NA,NA,NA
The Forbidden Arts,Switch,2019,50,tbd,"StingbotGames,Inc.",Action,NA,NA,NA,NA,NA,NA
Fable III: Understone Quest Pack,Xbox360,2010,50,6,LionheadStudios,Role-Playing,NA,NA,NA,NA,NA,NA
SWAT: Target Liberty,PSP,2007,50,6.2,3GStudios,Action,Vivendi Games,0.03,0,0,0,0.04
Fishing Sim World,PlayStation4,2018,50,tbd,DovetailGames,Sports,NA,NA,NA,NA,NA,NA
The Sims 2: Apartment Pets,DS,2008,50,2.2,FullFat,Simulation,Electronic Arts,0.31,0.3,0,0.07,0.69
My Horse & Me,Wii,2008,49,6.9,W!Games,Sports,Atari,0.33,0,0,0.03,0.36
Transformers: Rise of the Dark Spark,PC,2014,49,4.6,EdgeofReality,Action,NA,NA,NA,NA,NA,NA
Chibi-Robo! Photo Finder,3DS,2014,49,7.7,SkipLtd.,Action,NA,NA,NA,NA,NA,NA
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PlayStation2,2005,49,8.2,HighVoltageSoftware,Action,Global Star,0.05,0.04,0,0.01,0.1
Trulon: The Shadow Engine,XboxOne,2017,49,tbd,HeadupGames,Role-Playing,NA,NA,NA,NA,NA,NA
Final Fantasy XIV Online,PC,2010,49,3.9,SquareEnix,Role-Playing,NA,NA,NA,NA,NA,NA
MLB Front Office Manager,PlayStation3,2009,49,6.5,BlueCastleGames,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08
Novastrike,PlayStation3,2008,49,4.8,TikGames,Action,NA,NA,NA,NA,NA,NA
Monster 4x4: Masters of Metal,GameCube,2003,49,tbd,Ubisoft,Driving,Ubisoft,0.14,0.11,0,0.04,0.28
Xbox Music Mixer,Xbox,2003,49,tbd,WildTangent,Miscellaneous,Microsoft Game Studios,0.26,0.08,0,0.01,0.35
Disney's PK: Out of the Shadows,PlayStation2,2002,49,6.4,Ubisoft,Action,Ubisoft,0.06,0.05,0,0.02,0.12
ATV: Quad Power Racing,GameBoyAdvance,2002,49,8.5,Tantalus,Driving,Acclaim Entertainment,0.58,0.39,0,0.07,1.04
NBA Jam 2002,GameBoyAdvance,2002,49,tbd,DCStudios,Sports,Acclaim Entertainment,0.08,0.03,0,0,0.11
Adam's Venture Chronicles,PlayStation3,2014,49,5.9,VertigoGames,Action,NA,NA,NA,NA,NA,NA
Spore Hero Arena,DS,2009,49,2.2,FullFat,Action,Electronic Arts,0.18,0,0,0.01,0.19
Texas Hold 'Em Poker,GameBoyAdvance,2004,49,6.7,SkyworksTechnologies,Miscellaneous,Majesco Entertainment,0.44,0.16,0,0.01,0.61
Elements of War,PC,2011,49,tbd,LestaStudio,Strategy,NA,NA,NA,NA,NA,NA
Top Gun,PlayStation3,2010,49,4.4,Doublesix,Action,505 Games,0.06,0,0,0.01,0.07
One Piece: Unlimited Cruise SP 2,3DS,2012,49,7.5,BandaiNamcoGames,Action,NA,NA,NA,NA,NA,NA
Wheels of Destruction: World Tour,PlayStation3,2012,49,4.3,"GelidGames,Inc.",Simulation,NA,NA,NA,NA,NA,NA
Mighty Morphin Power Rangers: Mega Battle,PlayStation4,2017,49,5.2,"BandaiNamcoGames,Bamtang",Action,NA,NA,NA,NA,NA,NA
Crisis on the Planet of the Apes VR,PlayStation4,2018,49,2.1,Imaginati,Action,NA,NA,NA,NA,NA,NA
Dungeon Twister,PlayStation3,2012,49,4.3,Hydravision,Strategy,NA,NA,NA,NA,NA,NA
Bicycle Casino,Xbox,2004,49,4.8,LeapingLizardSoftwareInc.,Miscellaneous,NA,NA,NA,NA,NA,NA
The Scorpion King: Rise of the Akkadian,GameCube,2002,49,5.6,PointofView,Action,Universal Interactive,0.11,0.09,0,0.03,0.23
Operation Blockade,PC,2002,49,6.4,ScreamingGames,Action,NA,NA,NA,NA,NA,NA
Saints Row: The Third - Genki Bowl VII,Xbox360,2012,49,5.6,VolitionInc.,Action,NA,NA,NA,NA,NA,NA
Naruto Shippuden: Ninja Council 4,DS,2009,49,4.5,"Aspect,TakaraTomy",Action,Nintendo,0.08,0,0.13,0.01,0.22
Digimon All-Star Rumble,PlayStation3,2014,49,5.5,Prope,Action,Namco Bandai Games,0.06,0.02,0,0.02,0.09
Animal Paradise,DS,2008,49,7.5,EmpireInteractive,Simulation,Empire Interactive,0.09,0.14,0,0.02,0.25
Nitrobike,Wii,2008,49,7.1,LeftFieldProductions,Driving,Ubisoft,0.11,0.01,0,0.01,0.13
Pokemon Rumble U,WiiU,2013,49,5.2,Ambrella,Action,NA,NA,NA,NA,NA,NA
Asphalt: Injection,PlayStationVita,2012,49,5,Ubisoft,Driving,Ubisoft,0.13,0.06,0,0.03,0.22
Carnival Games for Nintendo Switch,Switch,2018,49,4,MassMedia,Miscellaneous,NA,NA,NA,NA,NA,NA
Lucha Libre AAA Heroes del Ring,Xbox360,2010,49,6.9,ImmersionSoftware&Graphics,Action,NA,NA,NA,NA,NA,NA
Dungeons & Dragons: Daggerdale,PC,2011,49,3.5,BedlamGames,Role-Playing,NA,NA,NA,NA,NA,NA
Toxic Grind,Xbox,2002,49,tbd,BlueShift,Sports,THQ,0.02,0,0,0,0.02
Stunt GP,PlayStation2,2001,49,8.4,Team17,Driving,Titus,0.02,0.02,0,0.01,0.05
Beyblade: Evolution,3DS,2013,49,5.8,"SIMS,RisingStarGames",Action,NA,NA,NA,NA,NA,NA
Yu-Gi-Oh! GX: The Beginning of Destiny,PlayStation2,2008,49,8.2,Konami,Miscellaneous,NA,NA,NA,NA,NA,NA
Over G Fighters,Xbox360,2006,49,6.2,TaitoCorporation,Simulation,Ubisoft,0.19,0.01,0,0.02,0.21
Blue Estate,PlayStation4,2014,49,6,HeSaw,Action,NA,NA,NA,NA,NA,NA
Just Dance,Wii,2009,49,7.9,UbisoftParis,Action,Ubisoft,3.48,2.99,0,0.73,7.2
Dragon Ball Z for Kinect,Xbox360,2012,49,2.2,"Spike,SpikeChunsoft",Action,Namco Bandai Games,0.01,0,0,0,0.01
Space Invaders Revolution,DS,2005,49,5.2,MarvelousEntertainment,Action,Rising Star Games,0.01,0,0,0,0.01
Pro Cast Sports Fishing,Xbox,2003,49,tbd,Capcom,Sports,Capcom,0.02,0.01,0,0,0.03
RTX Red Rock,PlayStation2,2003,49,4.8,LucasArts,Action,LucasArts,0.04,0.03,0,0.01,0.08
Super Rub a Dub,PlayStation3,2007,49,7.2,SumoDigital,Miscellaneous,NA,NA,NA,NA,NA,NA
LA Cops,XboxOne,2015,49,6.4,ModernDream,Action,NA,NA,NA,NA,NA,NA
Vane,PlayStation4,2019,49,5.4,Friend&Foe,Adventure,NA,NA,NA,NA,NA,NA
Namco Museum Remix,Wii,2007,49,7.4,TOSE,Miscellaneous,Atari,0.68,0,0,0.05,0.74
One Piece: Pirates' Carnival,GameCube,2006,49,6,h.a.n.d.Inc.,Action,NA,NA,NA,NA,NA,NA
Corpse of Discovery,PC,2015,49,2,"PhosphorGamesStudio,LLC,PhosphorGames",Adventure,NA,NA,NA,NA,NA,NA
Warriors of Might and Magic,PlayStation2,2001,49,5.8,3DO,Action,3DO,0.09,0.07,0,0.02,0.17
Supremacy MMA,Xbox360,2011,49,6.2,KungFuFactory,Action,505 Games,0.07,0.03,0,0.02,0.12
Canvaleon,WiiU,2015,49,5.9,OXiABGameStudio,Action,NA,NA,NA,NA,NA,NA
LIGHT (2014),PC,2014,49,5.1,JustAPixel,Miscellaneous,NA,NA,NA,NA,NA,NA
Garshasp: The Monster Slayer,PC,2011,49,5.9,DeadMageStudio,Action,NA,NA,NA,NA,NA,NA
Shrek,Xbox,2001,49,4.6,DigitalIllusions,Action,TDK Mediactive,0.25,0.1,0,0.01,0.36
RC Revenge Pro,PlayStation2,2001,49,7.6,Acclaim,Driving,Acclaim Entertainment,0.08,0.06,0,0.02,0.17
Madden NFL Football,3DS,2011,49,5.3,EATiburon,Sports,Electronic Arts,0.36,0.01,0,0.03,0.39
Theatre of War 3: Korea,PC,2011,49,5.5,"1C,1CEntertainment",Strategy,NA,NA,NA,NA,NA,NA
Deca Sports 2,Wii,2009,49,tbd,CAProduction,Sports,Hudson Soft,0.31,0.33,0.09,0.07,0.8
Bad Bots,PC,2013,49,4.5,Point5Projects,Action,NA,NA,NA,NA,NA,NA
Iron Sky: Invasion,PC,2012,49,5.9,RealityPump,Action,NA,NA,NA,NA,NA,NA
Castlevania Judgment,Wii,2008,49,5.9,Eighting,Action,Konami Digital Entertainment,0.12,0.02,0.01,0.01,0.16
Calling,Wii,2010,49,7.1,HudsonEntertainment,Action,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11
Pirates of the Caribbean: The Curse of the Black Pearl,GameBoyAdvance,2003,49,6.8,PocketStudios,Action,TDK Mediactive,0.93,0.34,0,0.02,1.29
RollerCoaster Tycoon 2: Wacky Worlds,PC,2003,49,5.4,FrontierDevelopments,Strategy,NA,NA,NA,NA,NA,NA
ShadowFlare,PC,2002,49,6.9,Den-Yu-Sha,Role-Playing,NA,NA,NA,NA,NA,NA
Platoon: The 1st Airborne Cavalry Division in Vietnam,PC,2002,49,6.4,DigitalReality,Strategy,NA,NA,NA,NA,NA,NA
Toy Story Mania!,Wii,2009,49,6.3,"PapayaStudios,PapayaStudio",Miscellaneous,Disney Interactive Studios,1.04,0.66,0,0.18,1.88
Ace of Spades,PC,2012,49,5.2,JagexGamesStudio,Action,NA,NA,NA,NA,NA,NA
Puzzle Arcade,Xbox360,2008,49,7.7,Ctxm/SayDesign,Miscellaneous,NA,NA,NA,NA,NA,NA
NFL Tour,Xbox360,2008,49,3.1,EATiburon,Sports,Electronic Arts,0.1,0.01,0,0.01,0.11
Whirlwind Over Vietnam,PC,2007,49,3,G5Software,Simulation,NA,NA,NA,NA,NA,NA
Terminator Salvation,PC,2009,49,4.7,GRIN,Action,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,0.53
Fuzion Frenzy 2,Xbox360,2007,49,5.4,HudsonSoft,Miscellaneous,Microsoft Game Studios,0.14,0.01,0,0.01,0.17
Twin Sector,PC,2009,49,5.8,DNSDevelopment,Action,NA,NA,NA,NA,NA,NA
Nickelodeon Kart Racers,XboxOne,2018,49,6.2,"Bamtang,GameMillEntertainment",Racing,NA,NA,NA,NA,NA,NA
Spitfire Heroes: Tales of the Royal Air Force,DS,2008,49,tbd,BigJohnGames,Action,Destineer,0.05,0,0,0,0.05
MagNets: Fully Charged,XboxOne,2016,49,4.1,TotalMonkery,Action,NA,NA,NA,NA,NA,NA
Shrek-N-Roll,Xbox360,2007,49,7,BackboneEntertainment,Miscellaneous,NA,NA,NA,NA,NA,NA
Damage Inc.: Pacific Squadron WWII,Xbox360,2012,49,5.5,MadCatz,WWII,Mad Catz,0.07,0,0,0.01,0.07
Dollar Dash,Xbox360,2013,49,4.5,CandygunGames,Action,Take-Two Interactive,1.3,0.23,0,0.07,1.6
Zombie Wranglers,Xbox360,2009,49,7,FrozenCodebase,Action,NA,NA,NA,NA,NA,NA
Get On Da Mic,PlayStation2,2004,49,6.3,ArtificialMindandMovement,Miscellaneous,Eidos Interactive,0.07,0.06,0,0.02,0.15
Bust-A-Move Universe,3DS,2011,49,4.8,Arika,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31
Aliens vs. Predator: Requiem,PSP,2007,49,5.9,Rebellion,Action,NA,NA,NA,NA,NA,NA
Moto Racer 4,PlayStation4,2017,49,4.5,PQube,Racing,NA,NA,NA,NA,NA,NA
Cannon Fodder 3,PC,2012,49,5.8,No info,Strategy,NA,NA,NA,NA,NA,NA
Domino Master,Xbox360,2008,49,tbd,"TikGames,LLC",Miscellaneous,NA,NA,NA,NA,NA,NA
Mega Brain Boost,DS,2008,48,tbd,Interchannel-Holon,Miscellaneous,Majesco Entertainment,0.01,0,0,0,0.01
Tortuga - Two Treasures,PC,2007,48,2.7,"AscaronEntertainmentGmbH,AscaronEntertainment",Action,NA,NA,NA,NA,NA,NA
Disney Bolt,DS,2008,48,tbd,AvalancheSoftware,Adventure,NA,NA,NA,NA,NA,NA
Frank Herbert's Dune,PC,2001,48,4.5,WideScreenGames,Action,NA,NA,NA,NA,NA,NA
Ephemeral Fantasia,PlayStation2,2001,48,7.2,KCEJ,Role-Playing,Konami Digital Entertainment,0.04,0.03,0,0.01,0.08
Astonishia Story,PSP,2006,48,5.6,Sonnori,Role-Playing,Ubisoft,0.03,0,0,0,0.03
Paranautical Activity,XboxOne,2016,48,3.8,CodeAvarice,Action,NA,NA,NA,NA,NA,NA
Murakumo: Renegade Mech Pursuit,Xbox,2003,48,7.5,FromSoftware,Action,From Software,0.04,0.01,0.06,0,0.11
Lux-Pain,DS,2009,48,6.2,Killaware,Adventure,Rising Star Games,0.04,0,0,0,0.04
Blood Alloy: Reborn,PC,2016,48,tbd,SuppressiveFireGames,Action,NA,NA,NA,NA,NA,NA
Lucius II,PC,2015,48,3.2,ShiverGames,Adventure,NA,NA,NA,NA,NA,NA
LocoCycle,XboxOne,2013,48,4.1,TwistedPixelGames,Driving,NA,NA,NA,NA,NA,NA
Morphies Law,Switch,2018,48,5.6,CosmoscopeGmbH,Action,NA,NA,NA,NA,NA,NA
Battle Assault 3 featuring Gundam Seed,PlayStation2,2004,48,7.9,Natsume,Action,Namco Bandai Games,0.02,0.01,0,0,0.03
Zathura,Xbox,2005,48,5.5,HighVoltageSoftware,Action,Take-Two Interactive,0.06,0.05,0,0.02,0.12
ChoroQ,PlayStation2,2004,48,8.1,BarnhouseEffect,Driving,NA,NA,NA,NA,NA,NA
James Cameron's Dark Angel,PlayStation2,2002,48,6.5,RadicalEntertainment,Action,Universal Interactive,0.08,0.07,0,0.02,0.17
Valhalla Knights 3,PlayStationVita,2013,48,6.9,K2,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18
Sherlock Holmes and the Mystery of Osborne House,DS,2011,48,tbd,Frogwares,Adventure,Focus Home Interactive,0.07,0.14,0,0.03,0.23
Astro Boy: The Video Game,Wii,2009,48,3.4,HighVoltageSoftware,Action,D3Publisher,0.05,0.04,0,0.01,0.11
Aliens: Colonial Marines,Xbox360,2013,48,3.9,GearboxSoftware,Action,Sega,0.36,0.34,0,0.07,0.77
FlingSmash,Wii,2010,48,7.7,Artoon,Action,Nintendo,0.37,0.01,0.07,0.02,0.47
DICE: DNA Integrated Cybernetic Enterprises,PlayStation2,2005,48,tbd,Natsume,Action,Namco Bandai Games,0.01,0.01,0,0,0.03
Otomedius Excellent,Xbox360,2011,48,7.9,Konami,Action,Unknown,0.13,0,0.04,0.01,0.18
Element Space,PlayStation4,2020,48,tbd,SixthVowel,Strategy,NA,NA,NA,NA,NA,NA
Red Bull BC One,DS,2008,48,5.3,SmackDownProductions,Action,Playlogic Game Factory,0.08,0,0,0.01,0.09
Cabela's Alaskan Adventures,Xbox360,2006,48,5.9,FUNLabs,Sports,NA,NA,NA,NA,NA,NA
Digimon World 4,PlayStation2,2005,48,6.4,Bandai,Role-Playing,Atari,0.08,0.06,0,0.02,0.15
Carmageddon 3: TDR 2000,PC,2000,48,7.1,TorusGames,Simulation,NA,NA,NA,NA,NA,NA
Regular Show: Mordecai and Rigby in 8-Bit Land,3DS,2013,48,6.9,WayForward,Action,NA,NA,NA,NA,NA,NA
Brave: A Warrior's Tale,Wii,2009,48,4.6,CollisionStudios,Action,SouthPeak Games,0.05,0.01,0,0,0.06
SpongeBob Squarepants: The Yellow Avenger,PSP,2006,48,5.1,Tantalus,Action,NA,NA,NA,NA,NA,NA
MX Vs ATV: Supercross,Xbox360,2014,48,4.8,"RainbowStudios,NordicGamesPublishing",Driving,NA,NA,NA,NA,NA,NA
Dogz,GameBoyAdvance,2005,48,6.3,MTO,Miscellaneous,Ubisoft,0.45,0.17,0,0.01,0.63
Freestyle Street Soccer,GameCube,2004,48,8,GustoGames,Sports,NA,NA,NA,NA,NA,NA
Paradise Cracked,PC,2003,48,7.8,MistLand,Role-Playing,NA,NA,NA,NA,NA,NA
Dragon Ball Z: Infinite World,PlayStation2,2008,48,8,DimpsCorporation,Action,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36
Delta Force - Black Hawk Down: Team Sabre,PlayStation2,2006,48,7.7,Rebellion,Action,NA,NA,NA,NA,NA,NA
The Dark Eye : Book of Heroes,PC,2020,48,2,RandomPotionOy,Role-Playing,NA,NA,NA,NA,NA,NA
A Bastard's Tale,PlayStation4,2016,48,5.5,NoPestProductions,Action,NA,NA,NA,NA,NA,NA
IRONFALL Invasion,3DS,2015,48,5.7,VD-DEV,Sci-Fi,NA,NA,NA,NA,NA,NA
Past Cure,PC,2018,48,6.6,Phantom8,Action,NA,NA,NA,NA,NA,NA
The Fight: Lights Out,PlayStation3,2010,48,8.1,ColdwoodInteractive,Action,Sony Computer Entertainment,0.29,0.21,0,0.09,0.59
Crazy Taxi: Catch a Ride,GameBoyAdvance,2003,48,5.5,GraphicState,Driving,THQ,0.21,0.08,0,0.01,0.3
Legend of the North: Konung,PC,2000,48,6,"1C,1CEntertainment",Role-Playing,NA,NA,NA,NA,NA,NA
Gravity Badgers,WiiU,2014,48,tbd,WalesInteractiveLtd.,Action,NA,NA,NA,NA,NA,NA
The Muppets: Movie Adventures,PlayStationVita,2015,48,6.7,VirtualToys,Action,NA,NA,NA,NA,NA,NA
The Secrets of Atlantis,PC,2007,48,3.1,"AtlantisInteractiveEntertainment	,AtlantisInteractiveEntertainment",Adventure,NA,NA,NA,NA,NA,NA
SNK vs. Capcom Card Fighters DS,DS,2007,48,5.3,SNKPlaymore,Strategy,Ignition Entertainment,0.09,0,0,0.01,0.1
MLB 2K13,Xbox360,2013,48,3.5,VisualConcepts,Sports,NA,NA,NA,NA,NA,NA
Pro Cycling Manager Season 2008: Le Tour de France,PC,2008,48,7,Cyanide,Sports,NA,NA,NA,NA,NA,NA
The Guy Game,PlayStation2,2004,48,6.9,TopHeavyStudios,Miscellaneous,Gathering of Developers,0.07,0.05,0,0.02,0.13
SeaBlade,Xbox,2002,48,tbd,Simon&Schuster,Action,TDK Mediactive,0.04,0.01,0,0,0.06
Freestyle Motocross: McGrath Vs. Pastrana,PlayStation,2000,48,tbd,"Z-Axis,Ltd.",Driving,NA,NA,NA,NA,NA,NA
Rock of the Dead,Xbox360,2010,48,4.8,EpicenterStudios,Action,Conspiracy Entertainment,0.04,0,0,0.01,0.05
Alex Rider: Stormbreaker,DS,2006,48,6,Altron,Action,THQ,0.06,0,0,0,0.07
Out of Ammo,PlayStation4,2018,48,7.3,RocketWerkz,Action,NA,NA,NA,NA,NA,NA
Star Wars The Clone Wars: Republic Heroes,Wii,2009,48,5.3,KromeStudios,Action,LucasArts,0.43,0.29,0,0.07,0.79
Michael Phelps: Push the Limit,Xbox360,2011,48,4.1,BlitzGames,Sports,505 Games,0.09,0.01,0,0.01,0.11
Disney's Hide and Sneak,GameCube,2003,48,tbd,Capcom,Action,NA,NA,NA,NA,NA,NA
Midway's Greatest Arcade Hits,GameBoyAdvance,2001,48,tbd,Midway,Miscellaneous,Midway Games,0.18,0.07,0,0,0.25
Real War,PC,2001,48,6.3,RivalInteractive,Strategy,NA,NA,NA,NA,NA,NA
Amazons & Aliens,PC,2000,48,5.2,JoWooDEntertainmentAG,Strategy,NA,NA,NA,NA,NA,NA
World Series Baseball 2K1,Dreamcast,2000,48,7.2,WowEntertainment,Sports,NA,NA,NA,NA,NA,NA
Deadliest Catch: Sea of Chaos,PlayStation3,2010,48,tbd,Crave,Sports,Crave Entertainment,0.11,0,0,0.01,0.12
Sprung,DS,2004,48,5.8,Ubisoft,Simulation,NA,NA,NA,NA,NA,NA
Mass Effect: Pinnacle Station,Xbox360,2009,48,4,DemiurgeStudios,Role-Playing,NA,NA,NA,NA,NA,NA
Driver: Renegade,3DS,2011,48,5.2,Ubisoft,Driving,Ubisoft,0.05,0.04,0,0.01,0.09
Beat Down: Fists of Vengeance,PlayStation2,2005,48,8,CaviaInc.,Action,Capcom,0.04,0.03,0.09,0.01,0.17
Grotesque Tactics 2: Dungeons & Donuts,PC,2011,48,6.5,SilentDreams,Strategy,NA,NA,NA,NA,NA,NA
