Name,Platform,Year,Score,User_Score,Developer,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Heavy Rain,PlayStation3,2010,87,7.8,QuanticDream,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03
Super Monkey Ball 2,GameCube,2002,87,8.4,AmusementVision,Miscellaneous,Atari,1.11,0.31,0.06,0.04,1.52
MechWarrior 4: Vengeance,PC,2000,87,7.6,FASAStudio,Simulation,NA,NA,NA,NA,NA,NA
Thief II: The Metal Age,PC,2000,87,8.9,LookingGlassStudios,Action,NA,NA,NA,NA,NA,NA
Tactics Ogre: Let Us Cling Together,PSP,2011,87,8.7,SquareEnix,Strategy,Quest,0,0,0.71,0,0.71
Diablo II: Lord of Destruction,PC,2001,87,9.1,BlizzardNorth,Role-Playing,Vivendi Games,1.03,0.02,0,0,1.06
Half-Life 2: Episode One,PC,2006,87,8.6,ValveSoftware,Action,NA,NA,NA,NA,NA,NA
Devil May Cry 3: Special Edition,PlayStation2,2006,87,9.1,Capcom,Action,NA,NA,NA,NA,NA,NA
Guacamelee! 2,Switch,2018,87,8.5,DrinkBoxStudios,Action,NA,NA,NA,NA,NA,NA
Mass Effect 2: Lair of the Shadow Broker,Xbox360,2010,87,8.5,BioWare,Role-Playing,NA,NA,NA,NA,NA,NA
Enter the Gungeon,Switch,2017,87,7.9,DodgeRoll,Action,NA,NA,NA,NA,NA,NA
Syphon Filter: Dark Mirror,PSP,2006,87,8.8,SonyBend,Action,Sony Computer Entertainment,0.26,0.01,0,0.03,0.29
The Swapper,PC,2013,87,8.6,FacepalmGames,Action,NA,NA,NA,NA,NA,NA
Baba Is You,PC,2019,87,8.1,HempuliOy,Action,NA,NA,NA,NA,NA,NA
Pokemon SoulSilver Version,DS,2010,87,9.2,GameFreak,Role-Playing,NA,NA,NA,NA,NA,NA
Castlevania: Harmony of Dissonance,GameBoyAdvance,2002,87,8,KCET,Action,Konami Digital Entertainment,0.16,0.06,0.04,0,0.26
The Legend of Zelda: Link's Awakening,Switch,2019,87,8.4,"Nintendo,GREZZO",Action,Nintendo,2.21,0.96,0.54,0.13,3.83
Super Mega Baseball 3,Switch,2020,87,7.8,MetalheadSoftware,Sports,NA,NA,NA,NA,NA,NA
Hitman 2: Silent Assassin,PC,2002,87,8.2,IoInteractive,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
Assassin's Creed Odyssey,XboxOne,2018,87,6.1,Ubisoft,Action,NA,NA,NA,NA,NA,NA
Year Walk,PC,2014,87,7,Simogo,Miscellaneous,NA,NA,NA,NA,NA,NA
Batman: Arkham Knight,PlayStation4,2015,87,7.9,RocksteadyStudios,General,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95
Dead or Alive 3,Xbox,2001,87,8.6,TeamNinja,Action,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77
Jak II,PlayStation2,2003,87,8.3,NaughtyDog,Action,Sony Computer Entertainment,1.68,0.74,0,0.36,2.78
Mario Kart 8 DLC Pack 1,WiiU,2014,87,8.9,Nintendo,Driving,NA,NA,NA,NA,NA,NA
Final Fantasy Tactics Advance,GameBoyAdvance,2003,87,9.1,SquareEnix,Strategy,SquareSoft,0.82,0.37,0.89,0.05,2.13
Marvel's Spider-Man,PlayStation4,2018,87,8.7,InsomniacGames,Action,Sony Computer Entertainment,NA,NA,NA,NA,NA
Pokemon Moon,3DS,2016,87,7.7,GameFreak,Role-Playing,NA,NA,NA,NA,NA,NA
New Super Mario Bros. Wii,Wii,2009,87,8.3,Nintendo,Action,Nintendo,14.44,6.94,4.7,2.24,28.32
Elite Beat Agents,DS,2006,87,8.5,iNiS,Action,Nintendo,0.3,0.03,0,0.03,0.36
Beyond Good & Evil,GameCube,2003,87,8.5,UbisoftMontpellier,Action,Ubisoft,0.16,0.13,0,0.04,0.33
Paper Mario: The Thousand-Year Door,GameCube,2004,87,9.1,IntelligentSystems,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25
DJ Hero,Wii,2009,87,7.4,ExientEntertainment,Action,Activision,0.56,0.39,0,0.11,1.06
TowerFall Ascension,PC,2014,87,6.9,MattThorson,Action,NA,NA,NA,NA,NA,NA
Mario Kart: Double Dash!!,GameCube,2003,87,8.6,Nintendo,Driving,Nintendo,4.12,1.77,0.87,0.19,6.95
Battlefield 3: Armored Kill,PC,2012,87,7.1,EADICE,Action,NA,NA,NA,NA,NA,NA
Metal Gear Solid 2: Substance,PlayStation2,2003,87,8.8,KCEJ,Action,Konami Digital Entertainment,0.38,0.22,0,0.03,0.62
Rallisport Challenge,Xbox,2002,87,7.6,DigitalIllusions,Driving,NA,NA,NA,NA,NA,NA
Bangai-O,Dreamcast,2001,87,8.1,Treasure,Action,NA,NA,NA,NA,NA,NA
Icewind Dale,PC,2000,87,8.3,BlackIsleStudios,Role-Playing,NA,NA,NA,NA,NA,NA
Forza Motorsport 6,XboxOne,2015,87,7.7,Turn10,Driving,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8
Donkey Kong Country Returns,Wii,2010,87,8.6,RetroStudios,Action,Nintendo,3.17,1.79,1.03,0.46,6.44
Bully,PlayStation2,2006,87,8.9,RockstarVancouver,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
Fire Emblem Fates: Conquest,3DS,2016,87,8.1,IntelligentSystems,Fantasy,NA,NA,NA,NA,NA,NA
Tearaway,PlayStationVita,2013,87,8.9,MediaMolecule,General,Sony Computer Entertainment,0.14,0.34,0,0.14,0.61
Skylanders SuperChargers,WiiU,2015,87,5.7,VicariousVisions,Action,NA,NA,NA,NA,NA,NA
Rocket League,XboxOne,2016,87,8.1,"Psyonix,PanicButton",Sports,505 Games,0.03,0.28,0,0.05,0.37
Metal Gear Solid: Portable Ops,PSP,2006,87,8.1,KojimaProductions,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18
3D Sonic the Hedgehog 2,3DS,2015,87,8.4,M2,Action,NA,NA,NA,NA,NA,NA
Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007,87,8.6,Capcom,Adventure,Nintendo,0.18,0.16,0.03,0.04,0.42
Monster Boy and the Cursed Kingdom,PlayStation4,2018,87,8,FDGEntertainment,Action,NA,NA,NA,NA,NA,NA
MLB 13: The Show,PlayStation3,2013,87,7.9,SCEASanDiegoStudios,Sports,Sony Computer Entertainment,0.67,0,0,0.07,0.74
MechAssault,Xbox,2002,87,8,Day1Studios,Simulation,Microsoft Game Studios,1.01,0.1,0,0.03,1.13
Kohan: Immortal Sovereigns,PC,2001,87,7.7,TimeGateStudios,Strategy,NA,NA,NA,NA,NA,NA
Animal Crossing,GameCube,2002,87,8.8,Nintendo,Miscellaneous,Nintendo,1.92,0.16,0.99,0.09,3.15
Hotline Miami,PlayStation3,2013,87,8.3,"AbstractionGames,Dennaton",Action,NA,NA,NA,NA,NA,NA
BlazBlue: Continuum Shift,PlayStation3,2010,87,8.1,ArcSystemWorks,Action,PQube,0.21,0.07,0.09,0.04,0.41
SteamWorld Heist,WiiU,2016,87,7.9,Image&Form,Strategy,NA,NA,NA,NA,NA,NA
The Legend of Zelda: Spirit Tracks,DS,2009,87,8,Nintendo,Action,Nintendo,1.4,0.91,0.74,0.26,3.31
Raw Data,PC,2017,87,6.6,Survios,Action,NA,NA,NA,NA,NA,NA
Disgaea: Afternoon of Darkness,PSP,2007,87,8.7,NipponIchiSoftware,Strategy,Tecmo Koei,0.15,0.01,0.04,0.02,0.23
Pokemon HeartGold Version,DS,2010,87,9.1,GameFreak,Role-Playing,NA,NA,NA,NA,NA,NA
Diablo III: Reaper of Souls,PC,2014,87,6.6,BlizzardEntertainment,Action,NA,NA,NA,NA,NA,NA
Little King's Story,Wii,2009,87,8.7,Cing,Strategy,Rising Star Games,0.14,0.1,0.02,0.02,0.29
Pro Evolution Soccer 2017,XboxOne,2016,87,5.9,Konami,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,0.45
Pro Evolution Soccer 2016,PlayStation4,2015,87,7.2,Konami,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79
Bionic Commando Rearmed,PlayStation3,2008,87,7.9,GRIN,Action,NA,NA,NA,NA,NA,NA
Zero Escape: The Nonary Games,PlayStation4,2017,87,8.2,SpikeChunsoft,Miscellaneous,NA,NA,NA,NA,NA,NA
NASCAR 2005: Chase for the Cup,PlayStation2,2004,87,8.3,EATiburon,Driving,Electronic Arts,0.69,0.54,0,0.18,1.41
Shogun: Total War Warlord Edition,PC,2001,87,8.8,CreativeAssembly,Strategy,NA,NA,NA,NA,NA,NA
Serious Sam: The First Encounter,PC,2001,87,8.4,Croteam,Action,NA,NA,NA,NA,NA,NA
Grand Prix 3,PC,2000,87,7.2,"HasbroInteractive,Atari",Driving,NA,NA,NA,NA,NA,NA
MLB 12: The Show,PlayStation3,2012,87,7.9,SCEASanDiegoStudios,Sports,Sony Computer Entertainment,0.86,0,0,0.06,0.92
Pokemon Black Version,DS,2011,87,7.6,GameFreak,Role-Playing,NA,NA,NA,NA,NA,NA
Call of Duty: United Offensive,PC,2004,87,8.2,GrayMatter,Action,NA,NA,NA,NA,NA,NA
Odin Sphere Leifthrasir,PlayStation4,2016,87,8.2,Vanillaware,Role-Playing,NA,NA,NA,NA,NA,NA
Wipeout HD,PlayStation3,2008,87,8.2,StudioLiverpool,Driving,NA,NA,NA,NA,NA,NA
Huntdown,XboxOne,2020,87,5.4,"CoffeeStainStudios,EasyTriggerGames",Action,NA,NA,NA,NA,NA,NA
Legends of Runeterra,PC,2020,87,6.8,RiotGames,Strategy,NA,NA,NA,NA,NA,NA
Divinity: Original Sin,PC,2014,87,8.7,LarianStudiosGames,Action,Focus Home Interactive,0.1,0.12,0.02,0.04,0.28
Unavowed,PC,2018,87,7.9,WadjetEyeGames,Adventure,NA,NA,NA,NA,NA,NA
Company of Heroes: Opposing Fronts,PC,2007,87,8.6,Relic,Strategy,THQ,0.01,0.03,0,0.01,0.04
3D Out Run,3DS,2015,87,8.1,M2,Driving,NA,NA,NA,NA,NA,NA
Katamari Damacy REROLL,Switch,2018,87,8.4,BandaiNamcoGames,Action,NA,NA,NA,NA,NA,NA
Destiny 2,XboxOne,2017,87,4.4,Bungie,Action,NA,NA,NA,NA,NA,NA
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Xbox360,2013,87,7.4,GaijinGames,Action,NA,NA,NA,NA,NA,NA
Sin & Punishment: Star Successor,Wii,2010,87,8.5,Treasure,Action,NA,NA,NA,NA,NA,NA
Forza Horizon 3: Blizzard Mountain,XboxOne,2016,87,7.6,PlaygroundGames,Racing,NA,NA,NA,NA,NA,NA
Out of the Park Baseball 4,PC,2002,87,6.9,OutOfTheParkDevelopments,Sports,NA,NA,NA,NA,NA,NA
Super Monkey Ball,GameCube,2001,87,8.1,AmusementVision,Miscellaneous,Atari,0.95,0.37,0.1,0.04,1.46
Velocity,PSP,2012,87,7.6,FuturLab,Action,NA,NA,NA,NA,NA,NA
Pinball FX 2: Star Wars Pinball,Xbox360,2013,87,6.4,ZenStudios,Action,NA,NA,NA,NA,NA,NA
Resistance 2,PlayStation3,2008,87,6.2,InsomniacGames,Action,Sony Computer Entertainment,1.15,0.84,0.1,0.38,2.46
Europa Universalis IV,PC,2013,87,8.7,ParadoxDevelopmentStudio,Strategy,NA,NA,NA,NA,NA,NA
NBA 2K16,PlayStation4,2015,87,6.7,VisualConcepts,Action,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88
Pikmin 3,WiiU,2013,87,8.7,Nintendo,Strategy,Nintendo,0.44,0.32,0.29,0.07,1.11
Sunless Skies,PC,2019,87,6.9,FailbetterGames,Action,NA,NA,NA,NA,NA,NA
Total War: WARHAMMER II,PC,2017,87,7.9,CreativeAssembly,Strategy,NA,NA,NA,NA,NA,NA
NHL 2004,PC,2003,87,7.5,EASports,Sports,Electronic Arts,0.47,0.37,0,0.12,0.97
Zeus: Master of Olympus,PC,2000,87,8.7,ImpressionsGames,Strategy,NA,NA,NA,NA,NA,NA
Driver,PlayStation,1999,87,8,ReflectionsInteractive,Driving,GT Interactive,3.11,2.8,0.02,0.33,6.27
Dark Souls II: Crown of the Ivory King,PlayStation3,2014,87,8.4,NamcoBandaiGames,Role-Playing,NA,NA,NA,NA,NA,NA
Velocity Ultra,PlayStationVita,2013,87,7.9,FuturLab,Action,NA,NA,NA,NA,NA,NA
Puzzle Quest: Challenge of the Warlords,Xbox360,2007,87,8.3,InfiniteInteractive,Miscellaneous,D3Publisher,0.28,0,0.03,0.02,0.34
Forza Horizon 3: Hot Wheels,XboxOne,2017,87,7.7,PlaygroundGames,Racing,NA,NA,NA,NA,NA,NA
Hex: Shards of Fate,PC,2016,87,6.3,"CryptozoicEntertainment,HexEntertainment",Miscellaneous,NA,NA,NA,NA,NA,NA
World of Warcraft: Warlords of Draenor,PC,2014,87,5.8,BlizzardEntertainment,Role-Playing,Activision Blizzard,0.08,0.36,0,0.03,0.47
PixelJunk Shooter,PlayStation3,2009,87,8.1,Q-Games,Action,NA,NA,NA,NA,NA,NA
"Warhammer 40,000: Dawn of War - Dark Crusade",PC,2006,87,8.8,Relic,Strategy,NA,NA,NA,NA,NA,NA
Dark Cloud 2,PlayStation2,2003,87,8.6,Level5,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96
West of Loathing,PC,2017,87,7.6,AsymmetricPublications,Role-Playing,NA,NA,NA,NA,NA,NA
Iconoclasts,PC,2018,87,8.1,"JoakimSandberg,Konjak",Action,NA,NA,NA,NA,NA,NA
Kingdom Hearts II,PlayStation2,2006,87,9,SquareEnix,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33
NBA 2K14,Xbox360,2013,87,4.9,VisualConcepts,Sports,Take-Two Interactive,2.1,0.19,0,0.23,2.52
Ratchet & Clank Future: A Crack in Time,PlayStation3,2009,87,8.9,InsomniacGames,Action,Sony Computer Entertainment,1.05,0.53,0.03,0.26,1.86
MotoGP 2,Xbox,2003,87,7.3,ClimaxGroup,Driving,THQ,0.07,0.02,0,0,0.1
Guilty Gear X2,PlayStation2,2003,87,8.7,ArcSystemWorks,Action,Sammy Corporation,0.09,0.07,0.16,0.02,0.35
Sonic Advance,GameBoyAdvance,2002,87,7.8,SonicTeam,Action,Sega,1.19,0.71,0.22,0.13,2.24
Commandos 2: Men of Courage,PC,2001,87,8.8,PyroStudios,Strategy,Eidos Interactive,0.09,0.07,0,0.02,0.18
Spider-Man,PlayStation,2000,87,8.8,NeversoftEntertainment,Action,Activision,1.7,1.25,0.02,0.16,3.13
Tenchu: Stealth Assassins,PlayStation,1998,87,8.8,Acquire,Action,Activision,0.95,0.64,0.27,0.13,1.99
Shin Megami Tensei: Persona 3,PlayStation2,2007,86,6.1,AtlusCo.,Role-Playing,Tecmo Koei,0.22,0.03,0,0.2,0.45
PixelJunk Monsters Deluxe,PSP,2009,86,7.8,Q-Games,Strategy,Sony Computer Entertainment,0.11,0,0,0.01,0.12
Unreal Tournament III,PlayStation3,2007,86,7.7,EpicGames,Action,Midway Games,0.33,0.23,0,0.1,0.67
LostWinds: Winter of the Melodias,Wii,2009,86,3.3,FrontierDevelopments,Action,NA,NA,NA,NA,NA,NA
Thumper,XboxOne,2017,86,5.1,"droolGames,Drool",Action,NA,NA,NA,NA,NA,NA
Gone Home,PC,2013,86,5.4,TheFullbrightCompany,Sci-Fi,NA,NA,NA,NA,NA,NA
Pac-Man Championship Edition DX +,PC,2013,86,7.5,NamcoBandaiGames,Action,NA,NA,NA,NA,NA,NA
Kirby's Epic Yarn,Wii,2010,86,8.5,Good-Feel,Adventure,Nintendo,1.42,0.09,0.45,0.1,2.06
Bomberman Blast,Wii,2008,86,7.5,Hudson,Miscellaneous,NA,NA,NA,NA,NA,NA
Uncharted: The Nathan Drake Collection,PlayStation4,2015,86,8.6,BluepointGames,Miscellaneous,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62
The Elder Scrolls IV: Shivering Isles,Xbox360,2007,86,8.5,BethesdaSoftworks,Role-Playing,NA,NA,NA,NA,NA,NA
Supreme Commander,PC,2007,86,8.3,GasPoweredGames,Strategy,505 Games,0.07,0.01,0,0.01,0.09
Tales from the Borderlands: A Telltale Game Series,PlayStation4,2015,86,8.1,TelltaleGames,Adventure,NA,NA,NA,NA,NA,NA
Total War: Shogun 2 - Fall of the Samurai,PC,2012,86,8.5,CreativeAssembly,Strategy,Sega,0.07,0.1,0,0.02,0.2
Startopia,PC,2001,86,8.6,MuckyFootProductions,Strategy,NA,NA,NA,NA,NA,NA
NBA Live 2001,PlayStation,2000,86,7.1,EASports,Sports,Electronic Arts,0.7,0.47,0,0.08,1.25
Enemy Engaged: RAH-66 Comanche Versus Ka-52 Hokum,PC,2000,86,7.2,Razorworks,Simulation,NA,NA,NA,NA,NA,NA
Silent Hill,PlayStation,1999,86,8.9,KCET,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6
Fallout 2,PC,1998,86,9.1,BlackIsleStudios,Role-Playing,NA,NA,NA,NA,NA,NA
Kirby: Canvas Curse,DS,2005,86,7.8,HALLabs,Action,Nintendo,0.36,0,0.32,0.03,0.72
Burnout Legends,PSP,2005,86,8.5,CriterionGames,Driving,Electronic Arts,0.7,0.05,0,0.08,0.84
Final Fantasy XIV: Heavensward,PC,2015,86,8.4,SquareEnix,Massively,Square Enix,0,0.06,0.06,0.01,0.13
Football Manager 2013,PC,2012,86,6.9,SportsInteractive,Sports,Sega,0,0.95,0,0.21,1.15
Out of the Park Baseball 14,PC,2013,86,8.2,OutOfTheParkDevelopments,Sports,NA,NA,NA,NA,NA,NA
DiRT Rally,XboxOne,2016,86,8,Codemasters,Racing,Codemasters,0.04,0.27,0,0.05,0.37
The Witcher: Enhanced Edition,PC,2008,86,8.5,CDProjektRedStudio,Role-Playing,Atari,0.32,0.01,0,0,0.32
UFC Undisputed 3,PlayStation3,2012,86,7.4,Yuke's,Action,THQ,0.55,0.32,0.03,0.13,1.03
Borderlands: The Secret Armory of General Knoxx,PC,2010,86,7.2,GearboxSoftware,Action,NA,NA,NA,NA,NA,NA
Astebreed,PC,2014,86,7.4,Edelweiss,Action,NA,NA,NA,NA,NA,NA
Winning Eleven: Pro Evolution Soccer 2007,PlayStation2,2007,86,8.9,Konami,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39
Onimusha: Warlords,PlayStation2,2001,86,8.3,Capcom,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
Ground Control,PC,2000,86,7.6,MassiveEntertainment,Strategy,NA,NA,NA,NA,NA,NA
Killer Instinct Season 3,XboxOne,2016,86,6.6,IronGalaxyStudios,Action,NA,NA,NA,NA,NA,NA
Valkyria Chronicles,PlayStation3,2008,86,8.8,Sega,Role-Playing,Sega,0.71,0.19,0.24,0.13,1.27
Pillars of Eternity: Complete Edition,XboxOne,2017,86,7.6,"ObsidianEntertainment,ParadoxArctic",Role-Playing,NA,NA,NA,NA,NA,NA
The Messenger,Switch,2018,86,8.4,SabotageStudio,Action,NA,NA,NA,NA,NA,NA
Resistance: Fall of Man,PlayStation3,2006,86,8,InsomniacGames,Action,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34
Boom Blox Bash Party,Wii,2009,86,7.8,EALA,Miscellaneous,Electronic Arts,0.33,0.09,0,0.04,0.46
Kentucky Route Zero,PC,2013,86,7.7,CardboardComputer,Adventure,NA,NA,NA,NA,NA,NA
Rise of the Tomb Raider,PC,2016,86,7.9,"CrystalDynamics,NixxesSoftware",Action,Square Enix,0.55,0.7,0.02,0.11,1.38
Total War: WARHAMMER,PC,2016,86,7.4,CreativeAssembly,Strategy,Sega,0,0.12,0,0.01,0.13
Might & Magic: Clash of Heroes,DS,2009,86,7.6,CapyGames,Role-Playing,Ubisoft,0.15,0.02,0,0.01,0.18
Donkey Kong Country: Tropical Freeze,Switch,2018,86,8.6,RetroStudios,Action,Nintendo,0.7,0.55,0.16,0.12,1.52
Resident Evil 5,PC,2009,86,7.2,Capcom,Action,Capcom,1.96,1.41,1.08,0.64,5.09
Saints Row IV,PC,2013,86,7.4,VolitionInc.,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66
Need for Speed: Most Wanted U,WiiU,2013,86,7.6,CriterionGames,Driving,NA,NA,NA,NA,NA,NA
DmC: Devil May Cry Definitive Edition,XboxOne,2015,86,8,"NinjaTheory,QLOC",Fantasy,NA,NA,NA,NA,NA,NA
Mercenaries,Xbox,2005,86,8.7,PandemicStudios,Action,NA,NA,NA,NA,NA,NA
Final Fantasy X / X-2 HD Remaster,PlayStationVita,2014,86,8.4,Virtuos,Miscellaneous,Square Enix,0.43,0.36,0.32,0.16,1.27
Guitar Hero: Metallica,PlayStation3,2009,86,8.1,NeversoftEntertainment,Action,Activision,0.4,0.43,0,0.1,0.93
EverQuest: Omens of War,PC,2004,86,8,SonyOnlineEntertainment,Role-Playing,NA,NA,NA,NA,NA,NA
Golden Sun: The Lost Age,GameBoyAdvance,2003,86,9,CamelotSoftwarePlanning,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22
Steel Beasts,PC,2000,86,7.7,eSimGames,Simulation,NA,NA,NA,NA,NA,NA
Test Drive V-Rally,Dreamcast,2000,86,8.8,EdenStudios,Driving,NA,NA,NA,NA,NA,NA
Total Annihilation,PC,1997,86,8.8,CavedogEntertainment,Strategy,NA,NA,NA,NA,NA,NA
Monster Hunter 4 Ultimate,3DS,2015,86,8.6,Capcom,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89
Transistor,Switch,2018,86,8.3,SupergiantGames,Role-Playing,NA,NA,NA,NA,NA,NA
Patapon,PSP,2008,86,8.7,SCEJapanStudio,Action,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81
Sid Meier's Civilization IV: Beyond the Sword,PC,2007,86,8.6,FiraxisGames,Strategy,NA,NA,NA,NA,NA,NA
Dragon Quest Builders 2,PlayStation4,2019,86,7.7,"OmegaForce,SquareEnix",Role-Playing,NA,NA,NA,NA,NA,NA
Sky Force Reloaded,XboxOne,2017,86,6.8,InfiniteDreamsInc.,Action,NA,NA,NA,NA,NA,NA
Steins;Gate Elite,PlayStation4,2019,86,7.3,"5pb,Mages.",Action,NA,NA,NA,NA,NA,NA
The Sims 3,PC,2009,86,7.7,TheSimsStudio,Simulation,Electronic Arts,0.99,6.42,0,0.6,8.01
Freedom Force vs The 3rd Reich,PC,2005,86,7.7,IrrationalGames,Role-Playing,NA,NA,NA,NA,NA,NA
Fluidity,Wii,2010,86,7.8,CurveStudios,Action,NA,NA,NA,NA,NA,NA
Death Stranding,PC,2020,86,3.4,KojimaProductions,Action,NA,NA,NA,NA,NA,NA
Thimbleweed Park,PlayStation4,2017,86,7.6,RonGilbertandGaryWinnick,Adventure,NA,NA,NA,NA,NA,NA
Titanfall,XboxOne,2014,86,6.7,RespawnEntertainment,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95
Picross 3D: Round 2,3DS,2016,86,7.5,HALLabs,Puzzle,NA,NA,NA,NA,NA,NA
Tribes: Ascend,PC,2012,86,7.8,Hi-RezStudios,Action,NA,NA,NA,NA,NA,NA
Borderlands 2: Tiny Tina's Assault on Dragon Keep,Xbox360,2013,86,8.4,GearboxSoftware,Action,NA,NA,NA,NA,NA,NA
Lunar 2: Eternal Blue Complete,PlayStation,2000,86,9,GameArts,Role-Playing,Kadokawa Shoten,0.19,0.13,0,0.02,0.35
Alundra,PlayStation,1997,86,8.8,MatrixSoftware,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23
Minecraft: Switch Edition,Switch,2017,86,7.5,4JStudios,Action,NA,NA,NA,NA,NA,NA
Gears of War 4,PC,2016,86,6.7,TheCoalition,Action,Microsoft Game Studios,0.78,0.44,0,0.12,1.35
Ni no Kuni: Wrath of the White Witch Remastered,PlayStation4,2019,86,8.2,Level5,Role-Playing,NA,NA,NA,NA,NA,NA
Valfaris,PC,2019,86,8,SteelMantis,Action,NA,NA,NA,NA,NA,NA
Shantae and the Pirate's Curse,Switch,2018,86,8.2,WayForward,Action,Rising Star Games,0.01,0,0.03,0,0.04
Guilty Gear Xrd -REVELATOR-,PlayStation4,2016,86,8,ArcSystemWorks,Action,NA,NA,NA,NA,NA,NA
Pinball FX 2: Marvel Pinball,Xbox360,2010,86,8.8,ZenStudios,Action,NA,NA,NA,NA,NA,NA
God of War: Ghost of Sparta,PSP,2010,86,8.6,ReadyatDawn,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1
Trials HD,Xbox360,2009,86,8.5,RedLynx,Driving,NA,NA,NA,NA,NA,NA
Panzer Corps 2,PC,2020,86,5.9,FlashbackGames,Strategy,NA,NA,NA,NA,NA,NA
Her Story,PC,2015,86,6.1,SamBarlow,Adventure,NA,NA,NA,NA,NA,NA
Punch-Out!!,Wii,2009,86,8.6,NextLevelGames,Sports,Nintendo,0,0.22,0.05,0,0.27
ESPN College Hoops 2K5,Xbox,2004,86,7.8,VisualConcepts,Sports,Sega,0.41,0.32,0,0.11,0.84
Suikoden III,PlayStation2,2002,86,8.9,KCET,Role-Playing,Unknown,0.29,0.23,0.38,0.08,0.98
Radiant Silvergun,Xbox360,2011,86,8.3,Treasure,Action,ESP,0,0,0.03,0,0.03
Starcraft II: Heart of the Swarm,PC,2013,86,8,BlizzardEntertainment,Strategy,NA,NA,NA,NA,NA,NA
Resident Evil 7: biohazard,XboxOne,2017,86,7.8,Capcom,Action,NA,NA,NA,NA,NA,NA
LEGO Star Wars II: The Original Trilogy,PC,2006,86,8.1,Traveller'sTales,Action,LucasArts,1.85,0.64,0.01,0.19,2.69
Guilty Gear X2 #Reload,Xbox,2004,86,7.3,ArcSystemWorks,Action,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15
Midnight Club II,Xbox,2003,86,7.5,RockstarSanDiego,Driving,Take-Two Interactive,1.25,0.29,0,0.24,1.78
Dungeon Siege,PC,2002,86,7.8,GasPoweredGames,Role-Playing,NA,NA,NA,NA,NA,NA
Star Wars: Knights of the Old Republic II: The Sith Lords,Xbox,2004,86,8.6,ObsidianEntertainment,Role-Playing,NA,NA,NA,NA,NA,NA
Crysis 2,PC,2011,86,6.9,Crytek,Action,Electronic Arts,0.71,0.49,0.02,0.12,1.34
Crashmo,3DS,2012,86,8.2,IntelligentSystems,Miscellaneous,NA,NA,NA,NA,NA,NA
Mario & Luigi: Partners in Time,DS,2005,86,8.5,AlphadreamCorporation,Role-Playing,Nintendo,0.74,0.05,0.43,0.07,1.29
Mortal Kombat,Xbox360,2011,86,8.3,NetherRealmStudios,Action,Warner Bros. Interactive Entertainment,1.98,0.53,0,0.34,2.84
Guitar Hero World Tour,Wii,2008,86,7.5,VicariousVisions,Action,NA,NA,NA,NA,NA,NA
SoulCalibur III,PlayStation2,2005,86,8.5,Namco,Action,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07
NHL 12,PlayStation3,2011,86,7.5,ElectronicArts,Sports,Electronic Arts,0.55,0.1,0,0.05,0.7
NCAA Football 11,Xbox360,2010,86,7.1,EATiburon,Sports,Electronic Arts,0.86,0,0,0.06,0.92
Street Fighter III: Third Strike Online Edition,Xbox360,2011,86,7.2,IronGalaxyStudios,Action,NA,NA,NA,NA,NA,NA
Final Fantasy XII: The Zodiac Age,PlayStation4,2017,86,8.4,SquareEnix,Role-Playing,NA,NA,NA,NA,NA,NA
Max Payne 2: The Fall of Max Payne,PC,2003,86,8.9,RemedyEntertainment,Action,Take-Two Interactive,0.65,0.51,0,0.17,1.34
Star Wars Pinball,Switch,2019,86,7.2,ZenStudios,Action,NA,NA,NA,NA,NA,NA
